,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
2220,boredom,4.25,2.0,2.25,2.75,3.5,2.25,3.25,"[2, 2, 6, 7]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 5, 2, 2]","[4, 4, 3, 3]","[2, 3, 2, 2]","[4, 3, 4, 2]"
2221,science,4.5,6.75,6.0,2.75,5.25,4.5,5.25,"[5, 5, 4, 4]","[6, 7, 7, 7]","[6, 6, 6, 6]","[4, 4, 1, 2]","[6, 5, 5, 5]","[6, 4, 4, 4]","[5, 5, 6, 5]"
2222,robin,4.25,6.0,4.75,6.0,5.0,2.0,3.75,"[4, 5, 4, 4]","[6, 6, 6, 6]","[4, 5, 5, 5]","[6, 6, 6, 6]","[5, 6, 4, 5]","[2, 2, 2, 2]","[4, 4, 5, 2]"
2223,flirt,6.75,5.25,4.75,3.0,4.5,3.0,2.5,"[7, 6, 7, 7]","[6, 6, 5, 4]","[5, 6, 4, 4]","[2, 4, 3, 3]","[5, 5, 4, 4]","[3, 3, 3, 3]","[2, 4, 2, 2]"
2224,student,4.5,5.75,4.75,4.5,4.75,3.25,4.5,"[5, 4, 4, 5]","[6, 6, 5, 6]","[5, 5, 5, 4]","[4, 5, 5, 4]","[5, 5, 4, 5]","[4, 3, 3, 3]","[5, 4, 5, 4]"
2225,digits (fingers),3.5,5.0,5.25,6.5,5.75,2.75,4.5,"[3, 4, 3, 4]","[5, 5, 5, 5]","[5, 5, 5, 6]","[7, 6, 7, 6]","[6, 6, 5, 6]","[3, 3, 3, 2]","[5, 4, 5, 4]"
2226,debacle,5.75,1.75,2.0,2.75,3.5,4.25,4.5,"[7, 2, 7, 7]","[1, 2, 2, 2]","[2, 2, 2, 2]","[2, 5, 2, 2]","[4, 4, 3, 3]","[6, 4, 3, 4]","[6, 5, 5, 2]"
2227,strangle,6.5,1.25,2.0,2.5,2.75,3.75,5.25,"[8, 2, 8, 8]","[1, 1, 2, 1]","[2, 2, 2, 2]","[1, 6, 1, 2]","[3, 4, 2, 2]","[4, 4, 2, 5]","[6, 6, 7, 2]"
2228,shotgun,7.0,2.25,4.0,6.25,3.75,5.0,6.25,"[7, 6, 7, 8]","[2, 2, 3, 2]","[2, 7, 4, 3]","[5, 7, 7, 6]","[4, 4, 3, 4]","[5, 5, 4, 6]","[6, 6, 7, 6]"
2229,troll,5.75,2.0,2.25,2.75,2.75,2.75,4.25,"[6, 3, 7, 7]","[2, 2, 2, 2]","[2, 3, 2, 2]","[2, 4, 3, 2]","[4, 3, 2, 2]","[3, 3, 3, 2]","[6, 5, 4, 2]"
2230,bright (smart),6.0,7.0,7.0,4.25,5.75,4.0,5.75,"[7, 6, 5, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[3, 5, 5, 4]","[6, 6, 5, 6]","[4, 4, 4, 4]","[6, 5, 6, 6]"
2231,slimy,6.5,2.0,2.0,4.5,3.5,2.0,2.75,"[6, 6, 7, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 6, 4, 6]","[4, 4, 3, 3]","[2, 2, 2, 2]","[3, 3, 3, 2]"
2232,motion,5.5,5.25,5.75,4.75,5.25,4.0,4.75,"[6, 5, 5, 6]","[5, 5, 5, 6]","[5, 6, 6, 6]","[5, 5, 5, 4]","[5, 5, 6, 5]","[4, 4, 4, 4]","[5, 5, 5, 4]"
2233,regret,5.25,2.75,3.0,3.5,4.5,3.0,3.5,"[6, 2, 7, 6]","[2, 3, 3, 3]","[3, 3, 3, 3]","[3, 5, 3, 3]","[5, 5, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 2]"
2234,fantasy,6.75,6.75,6.25,3.25,5.75,4.25,3.25,"[7, 6, 6, 8]","[7, 7, 6, 7]","[7, 7, 5, 6]","[2, 4, 3, 4]","[6, 6, 5, 6]","[5, 4, 4, 4]","[1, 4, 4, 4]"
2235,elk,4.75,5.0,4.75,6.0,4.5,4.75,6.0,"[5, 5, 4, 5]","[5, 5, 5, 5]","[4, 6, 4, 5]","[6, 6, 6, 6]","[5, 5, 3, 5]","[5, 5, 4, 5]","[6, 5, 6, 7]"
2236,percent,3.25,5.0,4.75,3.5,4.5,3.0,5.0,"[4, 3, 3, 3]","[5, 5, 5, 5]","[5, 4, 5, 5]","[3, 5, 3, 3]","[5, 4, 4, 5]","[3, 3, 3, 3]","[5, 5, 5, 5]"
2237,damage,6.25,2.5,3.0,5.0,4.25,4.0,5.25,"[7, 4, 7, 7]","[2, 2, 3, 3]","[3, 3, 3, 3]","[5, 6, 5, 4]","[4, 5, 4, 4]","[4, 4, 3, 5]","[6, 5, 6, 4]"
2238,kill,6.5,1.25,3.75,2.25,3.0,5.5,6.25,"[8, 2, 8, 8]","[1, 1, 2, 1]","[2, 9, 2, 2]","[1, 6, 1, 1]","[3, 4, 3, 2]","[6, 6, 4, 6]","[6, 6, 7, 6]"
2239,funky,6.75,5.25,5.25,3.75,5.0,3.5,4.25,"[7, 6, 7, 7]","[6, 6, 4, 5]","[5, 6, 5, 5]","[3, 5, 3, 4]","[6, 5, 4, 5]","[4, 3, 3, 4]","[4, 5, 4, 4]"
2240,cheer,6.75,7.25,6.25,4.5,5.75,4.0,3.25,"[7, 6, 6, 8]","[8, 7, 7, 7]","[6, 7, 6, 6]","[4, 5, 5, 4]","[6, 6, 5, 6]","[4, 3, 4, 5]","[1, 4, 5, 3]"
2241,hippopotamus,6.0,5.0,4.25,6.5,4.5,6.25,5.75,"[7, 5, 5, 7]","[5, 5, 5, 5]","[4, 6, 2, 5]","[6, 7, 7, 6]","[5, 5, 3, 5]","[6, 7, 6, 6]","[6, 5, 6, 6]"
2242,ford,4.0,5.0,5.25,5.75,4.75,4.25,6.0,"[5, 3, 4, 4]","[5, 5, 5, 5]","[5, 5, 6, 5]","[6, 6, 6, 5]","[5, 5, 4, 5]","[5, 4, 4, 4]","[6, 5, 7, 6]"
2243,giggle,6.0,7.0,5.25,4.0,5.5,2.5,2.0,"[6, 6, 5, 7]","[7, 7, 7, 7]","[6, 6, 4, 5]","[4, 4, 4, 4]","[6, 6, 5, 5]","[2, 2, 3, 3]","[1, 3, 2, 2]"
2244,text,4.25,5.0,4.5,3.25,4.75,3.0,4.5,"[5, 4, 4, 4]","[5, 5, 5, 5]","[4, 5, 5, 4]","[3, 4, 2, 4]","[5, 5, 4, 5]","[3, 3, 3, 3]","[5, 4, 5, 4]"
2245,merciful,4.25,7.0,6.0,3.75,5.0,3.75,2.75,"[4, 5, 3, 5]","[7, 7, 7, 7]","[6, 6, 6, 6]","[3, 5, 4, 3]","[5, 5, 4, 6]","[4, 3, 4, 4]","[2, 4, 2, 3]"
2246,stapler,3.75,4.75,4.5,5.75,4.5,2.0,4.75,"[4, 4, 3, 4]","[4, 5, 5, 5]","[4, 4, 6, 4]","[6, 6, 5, 6]","[5, 5, 4, 4]","[2, 2, 2, 2]","[5, 4, 5, 5]"
2247,nonchalant,4.0,4.75,3.75,3.0,3.75,3.0,4.25,"[4, 4, 4, 4]","[5, 5, 4, 5]","[4, 4, 4, 3]","[2, 4, 3, 3]","[4, 4, 3, 4]","[3, 3, 3, 3]","[4, 5, 4, 4]"
2248,add,4.25,5.0,5.0,3.25,4.5,3.0,5.0,"[5, 3, 4, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]","[3, 4, 4, 2]","[5, 5, 4, 4]","[3, 3, 3, 3]","[5, 5, 5, 5]"
2249,clutch (car),5.5,5.25,4.75,6.0,4.5,4.0,6.25,"[6, 4, 6, 6]","[5, 5, 5, 6]","[4, 6, 5, 4]","[6, 6, 6, 6]","[5, 5, 4, 4]","[4, 4, 4, 4]","[6, 6, 7, 6]"
2250,pass,4.0,5.0,5.0,3.5,4.5,3.0,4.75,"[4, 3, 4, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]","[3, 5, 4, 2]","[5, 5, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 5]"
2251,modest,3.5,5.75,4.0,4.0,4.75,2.75,2.5,"[3, 3, 4, 4]","[5, 6, 6, 6]","[4, 4, 4, 4]","[3, 5, 4, 4]","[5, 5, 4, 5]","[3, 2, 3, 3]","[2, 4, 2, 2]"
2252,limb (body),4.0,5.0,4.75,6.25,5.0,4.5,4.75,"[4, 4, 3, 5]","[5, 5, 5, 5]","[4, 5, 5, 5]","[7, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 4, 4]","[5, 4, 5, 5]"
2253,bake,5.25,6.25,4.5,5.75,5.25,3.25,3.5,"[6, 4, 5, 6]","[6, 7, 6, 6]","[4, 5, 5, 4]","[6, 6, 6, 5]","[5, 5, 5, 6]","[4, 3, 3, 3]","[4, 4, 3, 3]"
2254,bean,3.5,5.0,4.0,5.75,4.75,2.0,3.25,"[4, 3, 3, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[6, 6, 6, 5]","[5, 5, 4, 5]","[2, 2, 2, 2]","[4, 4, 3, 2]"
2255,protected,4.25,6.5,5.75,4.5,4.75,4.0,4.75,"[4, 4, 4, 5]","[7, 7, 6, 6]","[6, 5, 6, 6]","[4, 5, 5, 4]","[5, 5, 4, 5]","[4, 4, 4, 4]","[5, 5, 5, 4]"
2256,dollar,3.75,6.25,6.25,5.75,5.0,4.0,5.75,"[4, 4, 4, 3]","[7, 6, 6, 6]","[6, 6, 7, 6]","[6, 6, 5, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]","[6, 5, 6, 6]"
2257,lobster,5.75,5.0,4.0,6.0,4.5,3.75,3.5,"[5, 6, 6, 6]","[5, 5, 5, 5]","[3, 6, 4, 3]","[6, 6, 6, 6]","[5, 5, 3, 5]","[5, 4, 3, 3]","[4, 4, 4, 2]"
2258,heel,4.25,5.0,4.75,6.0,5.25,2.75,3.75,"[4, 4, 4, 5]","[5, 5, 5, 5]","[4, 6, 4, 5]","[6, 6, 6, 6]","[5, 6, 5, 5]","[3, 3, 2, 3]","[2, 4, 4, 5]"
2259,suspension,4.75,4.25,4.0,3.75,4.0,3.75,4.0,"[5, 4, 5, 5]","[4, 5, 4, 4]","[4, 4, 4, 4]","[3, 5, 4, 3]","[4, 4, 4, 4]","[4, 4, 3, 4]","[5, 3, 4, 4]"
2260,anteater,4.75,4.75,3.5,6.0,3.75,3.25,3.75,"[4, 4, 5, 6]","[5, 5, 4, 5]","[3, 3, 4, 4]","[6, 6, 6, 6]","[4, 4, 3, 4]","[4, 3, 2, 4]","[4, 4, 4, 3]"
2261,grain,3.0,5.0,4.5,5.75,4.75,2.0,4.25,"[3, 3, 2, 4]","[5, 5, 5, 5]","[4, 5, 5, 4]","[6, 6, 6, 5]","[5, 5, 4, 5]","[2, 2, 2, 2]","[4, 4, 5, 4]"
2262,hamlet,4.0,5.25,4.25,5.0,4.5,3.25,4.5,"[4, 4, 4, 4]","[5, 5, 5, 6]","[4, 5, 4, 4]","[5, 5, 5, 5]","[5, 5, 4, 4]","[3, 3, 3, 4]","[5, 4, 5, 4]"
2263,technical,4.0,4.75,5.25,3.25,4.5,4.0,5.25,"[5, 4, 3, 4]","[4, 5, 5, 5]","[5, 4, 6, 6]","[2, 5, 3, 3]","[5, 5, 4, 4]","[4, 4, 4, 4]","[5, 5, 6, 5]"
2264,mattress,3.5,5.0,4.25,6.0,5.0,4.75,3.75,"[4, 3, 3, 4]","[5, 5, 5, 5]","[4, 4, 5, 4]","[6, 6, 6, 6]","[5, 6, 4, 5]","[5, 5, 4, 5]","[4, 4, 4, 3]"
2265,quay,3.25,4.75,3.75,5.5,3.75,4.0,4.25,"[4, 3, 3, 3]","[4, 5, 5, 5]","[3, 4, 4, 4]","[6, 6, 5, 5]","[4, 4, 4, 3]","[5, 3, 4, 4]","[5, 4, 4, 4]"
2266,hymn,3.5,6.25,5.0,3.75,4.75,3.0,2.5,"[4, 4, 3, 3]","[6, 6, 6, 7]","[6, 5, 5, 4]","[2, 4, 4, 5]","[5, 5, 4, 5]","[3, 3, 3, 3]","[2, 4, 2, 2]"
2267,attendant,3.75,5.25,4.5,4.25,4.75,3.0,3.25,"[4, 4, 3, 4]","[5, 6, 5, 5]","[5, 4, 5, 4]","[4, 5, 4, 4]","[5, 5, 4, 5]","[3, 3, 3, 3]","[2, 4, 4, 3]"
2268,warehouse,3.75,4.5,5.0,6.0,4.25,5.25,5.25,"[4, 3, 4, 4]","[4, 5, 4, 5]","[5, 5, 6, 4]","[6, 6, 6, 6]","[5, 4, 4, 4]","[6, 5, 5, 5]","[5, 5, 6, 5]"
2269,bracelet,4.0,6.25,4.0,5.75,5.75,2.25,2.0,"[4, 4, 4, 4]","[7, 6, 6, 6]","[4, 4, 4, 4]","[6, 6, 5, 6]","[6, 6, 5, 6]","[2, 2, 2, 3]","[2, 3, 1, 2]"
2270,phenomenal,7.75,8.25,7.5,2.5,5.75,5.75,5.75,"[8, 7, 8, 8]","[8, 9, 8, 8]","[8, 7, 8, 7]","[1, 5, 1, 3]","[6, 6, 5, 6]","[6, 6, 5, 6]","[6, 5, 6, 6]"
2271,soothe,4.25,6.75,6.0,4.5,5.0,3.25,3.0,"[5, 4, 4, 4]","[7, 7, 6, 7]","[6, 6, 6, 6]","[3, 5, 5, 5]","[5, 5, 4, 6]","[3, 3, 3, 4]","[3, 4, 2, 3]"
2272,conviction,5.5,5.75,6.0,3.5,4.75,4.0,5.5,"[6, 5, 5, 6]","[5, 7, 5, 6]","[6, 6, 7, 5]","[3, 5, 3, 3]","[5, 5, 4, 5]","[4, 4, 3, 5]","[6, 5, 6, 5]"
2273,sermon,3.75,4.5,4.75,2.5,4.25,3.0,2.75,"[4, 3, 3, 5]","[4, 5, 5, 4]","[6, 4, 5, 4]","[2, 4, 2, 2]","[5, 4, 4, 4]","[3, 3, 3, 3]","[2, 4, 2, 3]"
2274,oven,3.5,5.0,4.75,6.0,4.75,4.0,4.0,"[4, 3, 3, 4]","[5, 5, 5, 5]","[4, 5, 6, 4]","[6, 6, 6, 6]","[5, 5, 4, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2275,goblet,4.0,6.0,4.25,6.0,5.0,3.0,2.5,"[4, 4, 4, 4]","[6, 6, 6, 6]","[4, 4, 5, 4]","[6, 6, 6, 6]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 3, 1, 2]"
2276,wee,4.75,4.0,2.75,3.25,3.75,1.75,2.5,"[3, 5, 6, 5]","[4, 4, 4, 4]","[3, 3, 3, 2]","[2, 5, 3, 3]","[4, 4, 3, 4]","[1, 2, 2, 2]","[3, 3, 2, 2]"
2277,disgusting,6.25,1.75,2.0,3.0,3.5,2.5,4.0,"[7, 2, 8, 8]","[1, 2, 2, 2]","[2, 2, 2, 2]","[2, 6, 2, 2]","[4, 4, 3, 3]","[2, 4, 2, 2]","[6, 3, 5, 2]"
2278,conform,4.25,3.25,3.25,3.0,4.0,3.0,4.75,"[5, 3, 4, 5]","[3, 4, 3, 3]","[3, 3, 4, 3]","[2, 5, 2, 3]","[4, 4, 4, 4]","[3, 3, 3, 3]","[5, 5, 5, 4]"
2279,nuts (bolts),3.5,5.0,5.0,6.5,4.75,2.25,5.5,"[4, 4, 2, 4]","[5, 5, 5, 5]","[4, 6, 5, 5]","[7, 6, 7, 6]","[5, 5, 4, 5]","[2, 3, 2, 2]","[5, 5, 6, 6]"
2280,vet (veteran),3.5,6.0,5.25,5.0,4.75,3.5,5.25,"[4, 4, 3, 3]","[6, 6, 6, 6]","[5, 5, 6, 5]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 3, 3, 4]","[5, 5, 6, 5]"
2281,replacement,4.0,5.0,5.0,4.5,4.5,3.75,5.0,"[4, 4, 4, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 5, 5, 4]","[5, 5, 4, 4]","[4, 4, 3, 4]","[5, 5, 5, 5]"
2282,obvious,4.0,5.75,5.75,4.0,5.25,3.25,5.25,"[4, 4, 4, 4]","[5, 6, 6, 6]","[6, 6, 6, 5]","[3, 5, 4, 4]","[6, 5, 5, 5]","[3, 4, 3, 3]","[5, 5, 5, 6]"
2283,enjoyment,6.25,7.75,6.75,4.25,5.75,4.0,3.25,"[6, 6, 6, 7]","[8, 8, 7, 8]","[7, 7, 7, 6]","[4, 5, 4, 4]","[6, 6, 5, 6]","[4, 4, 4, 4]","[1, 4, 4, 4]"
2284,archive,3.25,5.5,4.5,4.0,4.25,4.0,4.5,"[4, 3, 3, 3]","[5, 6, 5, 6]","[4, 5, 5, 4]","[4, 5, 3, 4]","[5, 4, 4, 4]","[4, 4, 4, 4]","[5, 4, 5, 4]"
2285,grieve,5.25,2.0,2.75,3.5,4.5,3.0,2.75,"[6, 2, 7, 6]","[2, 2, 2, 2]","[2, 3, 3, 3]","[3, 5, 3, 3]","[5, 5, 4, 4]","[3, 3, 3, 3]","[4, 3, 2, 2]"
2286,loving,6.25,8.0,7.0,4.25,5.75,4.0,2.5,"[7, 6, 5, 7]","[8, 8, 8, 8]","[7, 7, 7, 7]","[4, 5, 5, 3]","[6, 6, 5, 6]","[4, 4, 4, 4]","[1, 4, 2, 3]"
2287,harp (pick on),5.0,2.0,2.5,3.0,3.25,2.5,4.5,"[6, 4, 4, 6]","[2, 2, 2, 2]","[2, 3, 2, 3]","[2, 5, 3, 2]","[4, 4, 3, 2]","[3, 2, 3, 2]","[6, 4, 4, 4]"
2288,crying,6.0,2.0,2.5,2.75,5.0,2.5,2.5,"[6, 3, 8, 7]","[2, 2, 2, 2]","[2, 2, 3, 3]","[2, 5, 2, 2]","[6, 5, 4, 5]","[2, 3, 3, 2]","[3, 3, 2, 2]"
2289,marriage,4.5,6.75,5.75,5.0,5.25,4.75,4.0,"[5, 4, 4, 5]","[7, 7, 6, 7]","[6, 6, 6, 5]","[5, 5, 5, 5]","[6, 5, 5, 5]","[5, 4, 4, 6]","[2, 5, 5, 4]"
2290,afraid,6.0,2.25,2.25,2.75,4.25,3.0,3.5,"[7, 2, 8, 7]","[2, 2, 3, 2]","[2, 2, 2, 3]","[2, 5, 2, 2]","[4, 5, 3, 5]","[2, 4, 3, 3]","[4, 4, 4, 2]"
2291,van,3.75,5.0,4.75,5.5,4.75,4.0,5.5,"[4, 3, 4, 4]","[5, 5, 5, 5]","[4, 5, 5, 5]","[6, 6, 5, 5]","[5, 5, 4, 5]","[4, 4, 4, 4]","[6, 5, 6, 5]"
2292,sane,3.5,6.25,5.25,4.5,4.75,3.5,4.5,"[4, 4, 3, 3]","[6, 6, 7, 6]","[5, 5, 6, 5]","[3, 5, 5, 5]","[5, 5, 4, 5]","[4, 3, 4, 3]","[5, 4, 5, 4]"
2293,secretary,3.5,5.0,4.5,4.0,4.75,3.25,3.25,"[4, 3, 3, 4]","[5, 5, 5, 5]","[5, 4, 5, 4]","[4, 4, 4, 4]","[5, 5, 4, 5]","[4, 3, 3, 3]","[2, 4, 4, 3]"
2294,pitch (throw),5.75,5.25,5.75,4.5,4.5,4.5,5.75,"[6, 6, 6, 5]","[5, 5, 5, 6]","[6, 6, 5, 6]","[5, 5, 4, 4]","[5, 5, 4, 4]","[5, 4, 4, 5]","[6, 5, 6, 6]"
2295,detonation,8.25,2.0,4.25,3.25,3.0,5.5,6.0,"[9, 8, 8, 8]","[2, 2, 2, 2]","[9, 3, 3, 2]","[3, 3, 3, 4]","[4, 3, 3, 2]","[5, 6, 5, 6]","[6, 5, 7, 6]"
2296,faint (colllapse),5.0,2.25,2.25,3.0,3.0,2.0,3.75,"[2, 6, 7, 5]","[2, 2, 3, 2]","[2, 2, 3, 2]","[2, 3, 3, 4]","[4, 3, 3, 2]","[2, 2, 2, 2]","[4, 3, 4, 4]"
2297,temple,3.5,6.0,5.25,5.5,4.75,4.25,4.5,"[4, 3, 3, 4]","[6, 6, 6, 6]","[5, 6, 5, 5]","[6, 6, 5, 5]","[5, 5, 4, 5]","[4, 4, 4, 5]","[5, 3, 5, 5]"
2298,ranger,4.25,5.75,5.25,4.5,4.25,3.75,5.75,"[5, 5, 4, 3]","[5, 6, 6, 6]","[6, 5, 5, 5]","[5, 5, 4, 4]","[4, 5, 4, 4]","[4, 3, 4, 4]","[6, 5, 6, 6]"
2299,close (stairwell),3.0,4.0,4.25,4.25,4.25,3.25,4.5,"[3, 3, 4, 2]","[4, 4, 4, 4]","[5, 4, 4, 4]","[5, 5, 3, 4]","[5, 4, 4, 4]","[4, 3, 3, 3]","[5, 3, 5, 5]"
2300,hold (grasp),4.25,5.0,5.5,5.25,4.75,3.75,5.5,"[4, 5, 4, 4]","[5, 5, 5, 5]","[6, 6, 5, 5]","[5, 6, 5, 5]","[5, 4, 5, 5]","[4, 4, 3, 4]","[6, 5, 5, 6]"
2301,purple,4.0,6.25,5.5,4.75,5.5,3.75,3.25,"[3, 4, 5, 4]","[7, 6, 6, 6]","[6, 6, 5, 5]","[4, 5, 5, 5]","[6, 6, 5, 5]","[4, 4, 3, 4]","[5, 2, 4, 2]"
2302,quill,2.75,5.0,3.75,5.25,4.25,2.0,3.75,"[2, 3, 3, 3]","[5, 5, 5, 5]","[4, 4, 4, 3]","[5, 6, 5, 5]","[5, 4, 4, 4]","[2, 2, 2, 2]","[4, 2, 4, 5]"
2303,roll,4.25,4.75,4.75,4.5,4.25,3.0,4.75,"[5, 4, 4, 4]","[5, 5, 4, 5]","[6, 4, 5, 4]","[5, 5, 4, 4]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 5]"
2304,worse,4.5,2.0,2.5,2.5,3.5,3.0,5.0,"[2, 6, 6, 4]","[2, 2, 2, 2]","[2, 2, 3, 3]","[2, 3, 2, 3]","[4, 4, 3, 3]","[4, 3, 2, 3]","[6, 4, 5, 5]"
2305,dense,3.5,3.25,3.75,4.5,3.5,3.5,5.0,"[3, 4, 4, 3]","[3, 4, 3, 3]","[4, 4, 3, 4]","[4, 4, 4, 6]","[4, 4, 3, 3]","[4, 3, 4, 3]","[5, 4, 5, 6]"
2306,lean (tilt),4.25,4.5,4.25,4.25,4.25,3.0,4.25,"[4, 4, 5, 4]","[5, 5, 4, 4]","[5, 4, 4, 4]","[4, 5, 4, 4]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 4, 4]"
2307,kipper,3.25,4.25,3.25,4.75,3.75,2.25,4.0,"[3, 4, 4, 2]","[5, 4, 4, 4]","[4, 3, 3, 3]","[4, 5, 5, 5]","[4, 4, 4, 3]","[2, 2, 2, 3]","[4, 2, 4, 6]"
2308,catch (restraint),5.0,4.75,4.5,5.0,4.25,3.75,5.5,"[5, 6, 5, 4]","[4, 5, 5, 5]","[5, 4, 4, 5]","[5, 5, 5, 5]","[5, 4, 4, 4]","[4, 3, 4, 4]","[6, 5, 5, 6]"
2309,statue,2.5,6.25,5.25,6.0,5.5,4.75,4.5,"[2, 2, 3, 3]","[7, 6, 6, 6]","[6, 6, 4, 5]","[6, 6, 6, 6]","[6, 5, 5, 6]","[5, 4, 5, 5]","[5, 3, 5, 5]"
2310,amount,3.25,5.0,4.75,3.75,4.0,3.25,4.5,"[3, 4, 3, 3]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 3, 4]","[5, 4, 4, 3]","[4, 3, 3, 3]","[5, 4, 5, 4]"
2311,jumper (athlete),6.0,6.25,6.0,5.25,4.5,4.25,5.75,"[6, 7, 6, 5]","[7, 6, 6, 6]","[7, 6, 5, 6]","[5, 6, 5, 5]","[5, 5, 4, 4]","[4, 4, 4, 5]","[6, 5, 6, 6]"
2312,negotiation,4.25,5.0,5.5,3.5,4.25,3.75,4.5,"[3, 6, 4, 4]","[5, 5, 5, 5]","[6, 6, 5, 5]","[4, 4, 3, 3]","[5, 4, 4, 4]","[4, 4, 3, 4]","[4, 4, 5, 5]"
2313,danger,7.75,2.75,3.5,4.25,4.0,5.0,5.75,"[8, 8, 8, 7]","[3, 3, 2, 3]","[4, 4, 3, 3]","[5, 4, 4, 4]","[5, 4, 4, 3]","[6, 5, 4, 5]","[6, 5, 6, 6]"
2314,every,2.75,5.25,5.0,3.0,4.5,3.5,4.5,"[2, 3, 3, 3]","[5, 5, 6, 5]","[5, 5, 5, 5]","[4, 4, 2, 2]","[5, 4, 4, 5]","[3, 4, 3, 4]","[5, 4, 5, 4]"
2315,select,3.25,5.5,5.25,4.0,4.25,3.5,4.75,"[3, 4, 3, 3]","[6, 5, 5, 6]","[6, 5, 5, 5]","[4, 4, 4, 4]","[5, 4, 4, 4]","[4, 3, 3, 4]","[5, 4, 5, 5]"
2316,parachute,6.5,6.25,5.5,5.0,4.5,4.5,4.5,"[7, 7, 6, 6]","[6, 7, 6, 6]","[7, 5, 5, 5]","[5, 5, 5, 5]","[5, 4, 5, 4]","[4, 4, 5, 5]","[5, 4, 4, 5]"
2317,ape,5.75,3.5,2.75,6.0,3.75,3.5,5.5,"[6, 6, 6, 5]","[3, 4, 3, 4]","[2, 3, 4, 2]","[6, 7, 5, 6]","[4, 4, 4, 3]","[3, 4, 3, 4]","[6, 5, 5, 6]"
2318,handful,3.25,5.0,4.25,4.25,4.0,2.0,4.0,"[3, 4, 3, 3]","[5, 5, 5, 5]","[5, 4, 4, 4]","[4, 5, 4, 4]","[5, 4, 4, 3]","[2, 2, 2, 2]","[5, 3, 3, 5]"
2319,dummy,2.5,2.75,2.25,3.25,3.5,2.0,3.75,"[2, 2, 3, 3]","[3, 3, 2, 3]","[3, 2, 2, 2]","[2, 4, 3, 4]","[4, 4, 3, 3]","[2, 2, 2, 2]","[4, 3, 3, 5]"
2320,mucous,3.0,2.5,2.5,3.25,2.5,2.0,3.0,"[2, 3, 5, 2]","[2, 3, 3, 2]","[3, 2, 3, 2]","[3, 3, 4, 3]","[4, 2, 2, 2]","[2, 2, 2, 2]","[3, 3, 3, 3]"
2321,prune (fruit),2.75,5.0,3.25,5.5,4.25,1.75,3.25,"[2, 3, 4, 2]","[5, 5, 5, 5]","[4, 2, 4, 3]","[5, 6, 6, 5]","[5, 4, 4, 4]","[2, 2, 1, 2]","[4, 2, 3, 4]"
2322,coral,4.0,6.0,4.0,6.0,4.5,2.25,3.5,"[4, 4, 5, 3]","[6, 6, 6, 6]","[5, 4, 4, 3]","[6, 6, 6, 6]","[5, 4, 4, 5]","[3, 2, 2, 2]","[4, 2, 4, 4]"
2323,nourish,3.75,7.0,5.5,5.25,4.5,3.5,3.0,"[3, 4, 4, 4]","[7, 7, 7, 7]","[6, 6, 5, 5]","[5, 6, 5, 5]","[5, 5, 4, 4]","[3, 4, 3, 4]","[4, 2, 4, 2]"
2324,empathy,4.25,7.25,6.25,3.75,5.25,3.25,3.0,"[4, 6, 3, 4]","[7, 7, 8, 7]","[7, 6, 6, 6]","[4, 4, 3, 4]","[5, 5, 5, 6]","[4, 3, 2, 4]","[3, 3, 4, 2]"
2325,squat (short),4.75,3.5,3.25,4.5,3.75,2.0,4.75,"[4, 6, 6, 3]","[4, 4, 3, 3]","[4, 3, 3, 3]","[4, 5, 4, 5]","[4, 4, 3, 4]","[2, 2, 2, 2]","[5, 4, 4, 6]"
2326,majority,3.375,5.875,6.0,2.875,4.875,4.75,5.25,"[2, 3, 4, 3, 4, 4, 3, 4]","[6, 6, 6, 6, 6, 6, 5, 6]","[7, 6, 6, 5, 6, 6, 6, 6]","[3, 4, 2, 3, 2, 3, 3, 3]","[5, 5, 5, 5, 5, 4, 5, 5]","[5, 5, 4, 4, 5, 5, 5, 5]","[5, 6, 4, 5, 6, 6, 5, 5]"
