,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
2265,quay,2.25,5.0,4.75,7.0,5.5,4.25,4.0,"[2, 3, 2, 2]","[5, 5, 5, 5]","[5, 5, 5, 4]","[7, 7, 7, 7]","[6, 5, 5, 6]","[4, 4, 4, 5]","[4, 4, 4, 4]"
2266,hymn,2.75,6.5,5.0,5.0,5.25,3.0,4.0,"[3, 3, 3, 2]","[6, 7, 6, 7]","[6, 5, 5, 4]","[6, 5, 4, 5]","[6, 5, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2267,attendant,3.0,5.5,4.75,5.75,5.75,3.75,4.0,"[3, 3, 3, 3]","[6, 5, 5, 6]","[5, 5, 5, 4]","[6, 6, 5, 6]","[7, 5, 5, 6]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2268,warehouse,2.75,4.75,5.0,7.0,6.25,5.75,4.5,"[3, 3, 2, 3]","[5, 5, 5, 4]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 6, 6, 6]","[6, 6, 5, 6]","[4, 5, 5, 4]"
2269,bracelet,2.5,6.5,4.75,7.0,7.0,2.25,3.0,"[3, 3, 2, 2]","[7, 6, 6, 7]","[5, 5, 5, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[2, 2, 2, 3]","[3, 3, 2, 4]"
2270,phenomenal,5.5,8.25,6.5,2.25,3.25,4.75,4.0,"[6, 6, 5, 5]","[8, 9, 8, 8]","[7, 7, 6, 6]","[2, 2, 2, 3]","[4, 3, 3, 3]","[5, 5, 5, 4]","[4, 4, 4, 4]"
2271,soothe,2.5,7.75,6.5,3.25,4.75,3.0,3.25,"[3, 2, 3, 2]","[8, 8, 7, 8]","[7, 6, 7, 6]","[3, 3, 3, 4]","[6, 4, 4, 5]","[3, 3, 3, 3]","[3, 3, 3, 4]"
2272,conviction,5.0,5.0,6.25,3.0,4.25,4.0,4.0,"[5, 5, 5, 5]","[6, 4, 4, 6]","[7, 6, 6, 6]","[3, 3, 3, 3]","[5, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2273,sermon,3.75,5.25,4.75,4.5,4.75,4.0,4.0,"[4, 3, 4, 4]","[5, 5, 5, 6]","[6, 4, 5, 4]","[5, 5, 4, 4]","[6, 4, 4, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2274,oven,2.5,5.5,5.0,7.0,7.0,3.75,4.0,"[2, 3, 2, 3]","[6, 5, 5, 6]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2275,goblet,2.75,6.0,4.75,7.0,6.5,2.75,4.0,"[3, 3, 2, 3]","[6, 6, 6, 6]","[5, 5, 5, 4]","[7, 7, 7, 7]","[7, 6, 6, 7]","[3, 2, 2, 4]","[4, 4, 4, 4]"
2276,wee,2.25,5.5,4.0,3.25,4.25,1.0,4.0,"[2, 2, 2, 3]","[5, 6, 5, 6]","[5, 4, 5, 2]","[4, 2, 3, 4]","[5, 4, 4, 4]","[1, 1, 1, 1]","[4, 4, 4, 4]"
2277,disgusting,7.0,1.25,2.0,2.5,5.25,3.75,4.0,"[6, 7, 8, 7]","[2, 1, 1, 1]","[2, 2, 2, 2]","[3, 2, 2, 3]","[6, 5, 5, 5]","[4, 4, 4, 3]","[4, 4, 4, 4]"
2278,conform,3.75,4.75,4.0,2.75,3.5,3.0,4.0,"[4, 4, 3, 4]","[5, 4, 5, 5]","[4, 4, 4, 4]","[3, 3, 2, 3]","[4, 3, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2279,nuts (bolts),2.25,5.0,4.5,7.0,6.5,1.75,4.5,"[2, 3, 2, 2]","[5, 5, 5, 5]","[5, 5, 4, 4]","[7, 7, 7, 7]","[7, 6, 6, 7]","[2, 2, 1, 2]","[4, 5, 5, 4]"
2280,vet (veteran),4.0,6.0,5.5,5.25,5.5,3.75,4.75,"[4, 4, 4, 4]","[6, 6, 6, 6]","[6, 6, 5, 5]","[6, 4, 5, 6]","[6, 5, 5, 6]","[4, 4, 3, 4]","[5, 5, 5, 4]"
2281,replacement,3.25,5.25,5.0,4.25,4.0,4.0,4.0,"[3, 4, 3, 3]","[5, 5, 6, 5]","[5, 5, 5, 5]","[4, 4, 4, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2282,obvious,3.0,5.75,5.25,2.5,3.5,3.25,4.0,"[3, 3, 3, 3]","[6, 5, 6, 6]","[6, 5, 5, 5]","[3, 2, 2, 3]","[4, 3, 3, 4]","[3, 4, 3, 3]","[4, 4, 4, 4]"
2283,enjoyment,5.5,8.25,6.75,2.75,5.0,3.5,4.0,"[6, 6, 5, 5]","[8, 8, 8, 9]","[7, 7, 7, 6]","[3, 3, 2, 3]","[6, 4, 5, 5]","[4, 3, 3, 4]","[4, 4, 4, 4]"
2284,archive,2.0,5.0,5.0,5.25,4.75,4.5,4.0,"[2, 2, 2, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 6, 5, 5]","[5, 5, 5, 4]","[5, 4, 4, 5]","[4, 4, 4, 4]"
2285,grieve,6.25,2.0,3.0,2.75,5.0,3.0,4.0,"[6, 6, 7, 6]","[2, 2, 2, 2]","[3, 3, 3, 3]","[3, 3, 2, 3]","[6, 4, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2286,loving,5.5,8.75,7.0,2.5,5.25,3.25,3.25,"[6, 6, 5, 5]","[9, 9, 8, 9]","[8, 6, 7, 7]","[3, 2, 2, 3]","[6, 5, 5, 5]","[3, 3, 3, 4]","[3, 3, 3, 4]"
2287,harp (pick on),4.0,4.0,4.0,4.75,5.0,2.75,4.0,"[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[5, 4, 5, 5]","[5, 5, 5, 5]","[3, 3, 2, 3]","[4, 4, 4, 4]"
2288,crying,6.5,2.5,2.75,4.5,6.25,2.75,3.0,"[7, 6, 7, 6]","[3, 2, 3, 2]","[3, 3, 3, 2]","[5, 4, 4, 5]","[7, 6, 6, 6]","[3, 3, 2, 3]","[3, 3, 2, 4]"
2289,marriage,5.0,7.0,5.5,4.5,6.25,4.25,4.0,"[5, 5, 5, 5]","[7, 7, 7, 7]","[6, 6, 5, 5]","[5, 4, 4, 5]","[7, 6, 6, 6]","[4, 4, 4, 5]","[4, 4, 4, 4]"
2290,afraid,6.25,2.25,2.0,2.5,4.5,3.0,3.75,"[6, 6, 7, 6]","[2, 2, 3, 2]","[2, 2, 2, 2]","[3, 2, 2, 3]","[5, 4, 4, 5]","[3, 3, 3, 3]","[4, 3, 4, 4]"
2291,van,2.75,5.0,4.75,7.0,6.5,4.75,4.5,"[3, 3, 2, 3]","[5, 5, 5, 5]","[5, 5, 5, 4]","[7, 7, 7, 7]","[7, 6, 6, 7]","[5, 5, 4, 5]","[4, 5, 5, 4]"
2292,sane,2.5,6.75,5.25,2.5,4.0,3.25,4.0,"[3, 3, 2, 2]","[7, 7, 6, 7]","[6, 5, 5, 5]","[3, 2, 2, 3]","[4, 4, 4, 4]","[3, 4, 3, 3]","[4, 4, 4, 4]"
2293,secretary,3.0,5.5,4.75,5.75,5.75,3.75,3.0,"[3, 3, 3, 3]","[6, 5, 5, 6]","[5, 5, 5, 4]","[6, 6, 5, 6]","[7, 5, 5, 6]","[4, 4, 3, 4]","[3, 3, 2, 4]"
2294,pitch (throw),4.0,5.25,5.0,5.5,5.5,3.0,4.25,"[4, 5, 4, 3]","[5, 5, 6, 5]","[5, 5, 5, 5]","[6, 5, 5, 6]","[5, 6, 5, 6]","[3, 3, 3, 3]","[4, 5, 4, 4]"
2295,detonation,7.75,1.75,3.0,5.75,6.0,5.0,4.75,"[8, 8, 7, 8]","[2, 2, 2, 1]","[4, 3, 2, 3]","[6, 6, 5, 6]","[6, 6, 5, 7]","[5, 5, 5, 5]","[5, 5, 5, 4]"
2296,faint (colllapse),4.25,3.25,3.0,4.5,5.25,2.75,4.0,"[3, 5, 4, 5]","[4, 3, 3, 3]","[3, 3, 3, 3]","[5, 4, 4, 5]","[4, 6, 5, 6]","[3, 3, 3, 2]","[4, 4, 4, 4]"
2297,temple,2.75,6.75,5.75,7.0,6.5,5.25,4.0,"[2, 4, 3, 2]","[6, 7, 7, 7]","[6, 5, 6, 6]","[7, 7, 7, 7]","[6, 7, 6, 7]","[5, 5, 6, 5]","[4, 4, 4, 4]"
2298,ranger,4.0,6.0,5.5,5.75,6.0,4.25,4.5,"[5, 4, 4, 3]","[6, 6, 6, 6]","[6, 5, 5, 6]","[6, 6, 5, 6]","[6, 6, 6, 6]","[5, 4, 4, 4]","[5, 5, 4, 4]"
2299,close (stairwell),2.25,5.0,5.0,6.0,5.25,3.0,4.0,"[3, 3, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 6, 6, 6]","[5, 6, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2300,hold (grasp),3.0,5.25,5.5,5.5,5.5,3.25,4.0,"[3, 4, 3, 2]","[5, 5, 6, 5]","[6, 6, 5, 5]","[6, 5, 5, 6]","[5, 6, 5, 6]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2301,purple,2.5,5.5,5.0,6.25,6.5,3.0,4.0,"[2, 3, 3, 2]","[5, 6, 6, 5]","[5, 5, 5, 5]","[7, 7, 5, 6]","[6, 7, 6, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2302,quill,2.25,5.25,4.75,7.0,6.75,2.25,4.0,"[2, 3, 2, 2]","[5, 5, 6, 5]","[5, 5, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[3, 2, 2, 2]","[4, 4, 4, 4]"
2303,roll,3.0,5.25,5.0,4.5,5.5,3.0,4.0,"[3, 4, 3, 2]","[5, 5, 6, 5]","[5, 5, 5, 5]","[5, 4, 4, 5]","[5, 6, 5, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2304,worse,4.25,2.5,3.0,2.25,3.0,3.25,4.0,"[4, 6, 3, 4]","[3, 3, 2, 2]","[3, 3, 3, 3]","[2, 2, 2, 3]","[3, 3, 3, 3]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2305,dense,2.75,4.0,4.0,4.75,4.25,4.0,4.0,"[3, 3, 3, 2]","[4, 4, 4, 4]","[4, 4, 4, 4]","[5, 4, 4, 6]","[4, 5, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2306,lean (tilt),2.75,4.75,4.5,4.5,5.5,3.0,4.0,"[3, 3, 3, 2]","[5, 4, 5, 5]","[5, 4, 4, 5]","[5, 4, 4, 5]","[5, 6, 5, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2307,kipper,2.0,5.0,4.5,7.0,6.25,2.75,4.0,"[2, 3, 2, 1]","[5, 5, 5, 5]","[5, 4, 5, 4]","[7, 7, 7, 7]","[6, 6, 6, 7]","[3, 3, 3, 2]","[4, 4, 4, 4]"
2308,catch (restraint),4.0,4.0,4.0,5.0,5.25,3.25,4.0,"[4, 5, 4, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]","[5, 5, 5, 5]","[5, 6, 5, 5]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2309,statue,2.0,5.75,5.0,7.0,7.0,5.0,4.0,"[2, 3, 2, 1]","[5, 6, 6, 6]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 5, 5, 5]","[4, 4, 4, 4]"
2310,amount,2.0,5.0,5.0,4.0,3.25,4.0,4.0,"[2, 3, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 3, 4, 5]","[4, 3, 3, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2311,jumper (athlete),4.75,6.25,5.5,5.75,6.0,4.0,4.5,"[6, 5, 4, 4]","[6, 6, 7, 6]","[6, 5, 5, 6]","[6, 6, 5, 6]","[6, 6, 6, 6]","[4, 4, 4, 4]","[5, 5, 4, 4]"
2312,negotiation,4.0,6.25,6.0,3.25,3.75,4.5,4.0,"[4, 5, 4, 3]","[6, 6, 7, 6]","[6, 6, 6, 6]","[3, 4, 3, 3]","[4, 4, 3, 4]","[5, 5, 4, 4]","[4, 4, 4, 4]"
2313,danger,7.25,2.0,2.75,3.5,4.75,4.25,4.5,"[7, 8, 7, 7]","[2, 2, 2, 2]","[3, 3, 2, 3]","[4, 3, 3, 4]","[5, 5, 4, 5]","[5, 4, 4, 4]","[5, 5, 4, 4]"
2314,every,2.0,5.0,5.0,2.25,2.75,4.0,4.0,"[2, 3, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[3, 2, 2, 2]","[3, 3, 2, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2315,select,3.0,5.75,5.75,3.0,3.25,3.5,4.0,"[3, 4, 3, 2]","[6, 6, 5, 6]","[6, 6, 6, 5]","[3, 3, 3, 3]","[3, 4, 3, 3]","[4, 4, 3, 3]","[4, 4, 4, 4]"
2316,parachute,5.5,6.0,5.0,7.0,6.5,4.75,4.25,"[6, 6, 5, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[7, 7, 7, 7]","[6, 7, 6, 7]","[5, 5, 4, 5]","[4, 5, 4, 4]"
2317,ape,3.75,5.0,4.5,7.0,7.0,3.75,4.0,"[5, 4, 3, 3]","[5, 5, 5, 5]","[5, 4, 5, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[4, 4, 4, 3]","[4, 4, 4, 4]"
2318,handful,2.75,5.0,5.0,5.5,5.75,2.0,4.0,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 5, 5, 6]","[6, 6, 5, 6]","[2, 2, 2, 2]","[4, 4, 4, 4]"
2319,dummy,2.5,4.0,3.5,6.0,6.0,2.25,4.0,"[3, 3, 2, 2]","[4, 4, 4, 4]","[4, 3, 3, 4]","[6, 6, 6, 6]","[6, 6, 6, 6]","[3, 2, 2, 2]","[4, 4, 4, 4]"
2320,mucous,3.0,2.5,3.75,6.75,6.25,2.25,4.0,"[2, 4, 2, 4]","[2, 2, 3, 3]","[3, 4, 4, 4]","[7, 7, 6, 7]","[6, 6, 6, 7]","[3, 2, 2, 2]","[4, 4, 4, 4]"
2321,prune (fruit),1.75,5.25,4.5,7.0,6.5,2.0,4.0,"[2, 2, 2, 1]","[5, 5, 6, 5]","[5, 5, 4, 4]","[7, 7, 7, 7]","[6, 7, 6, 7]","[3, 2, 2, 1]","[4, 4, 4, 4]"
2322,coral,2.5,6.25,4.5,7.0,6.5,3.25,4.0,"[2, 3, 3, 2]","[6, 7, 6, 6]","[5, 4, 5, 4]","[7, 7, 7, 7]","[6, 7, 6, 7]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2323,nourish,3.0,7.5,6.25,4.25,4.5,3.75,3.25,"[3, 4, 3, 2]","[7, 7, 8, 8]","[7, 6, 6, 6]","[5, 3, 4, 5]","[4, 5, 4, 5]","[4, 4, 3, 4]","[3, 3, 3, 4]"
2324,empathy,4.0,8.0,6.75,2.5,4.0,3.75,3.25,"[4, 5, 4, 3]","[8, 8, 8, 8]","[7, 7, 7, 6]","[2, 2, 3, 3]","[3, 5, 4, 4]","[4, 4, 3, 4]","[3, 3, 3, 4]"
2325,squat (short),2.75,4.25,4.25,4.5,5.5,2.0,4.0,"[3, 3, 3, 2]","[4, 4, 5, 4]","[5, 4, 4, 4]","[5, 4, 4, 5]","[6, 6, 5, 5]","[2, 2, 2, 2]","[4, 4, 4, 4]"
2326,majority,3.125,6.125,6.625,3.625,3.625,4.875,4.0,"[3, 4, 3, 3, 3, 4, 3, 2]","[6, 6, 6, 6, 6, 7, 6, 6]","[7, 7, 6, 6, 6, 7, 7, 7]","[4, 4, 3, 4, 3, 4, 3, 4]","[4, 4, 4, 3, 3, 4, 4, 3]","[5, 5, 5, 5, 5, 5, 4, 5]","[4, 4, 4, 4, 4, 4, 4, 4]"
2327,distant,2.5,4.0,4.0,3.25,3.75,4.5,4.0,"[2, 3, 3, 2]","[4, 4, 4, 4]","[4, 4, 4, 4]","[3, 3, 3, 4]","[4, 4, 4, 3]","[5, 5, 4, 4]","[4, 4, 4, 4]"
2328,slug (hit),5.0,3.75,4.0,5.25,5.5,2.5,4.5,"[5, 6, 5, 4]","[4, 4, 4, 3]","[4, 4, 4, 4]","[5, 5, 5, 6]","[5, 6, 5, 6]","[3, 2, 2, 3]","[5, 5, 4, 4]"
2329,hound (persist),4.5,4.0,4.0,4.25,4.75,3.75,4.25,"[5, 5, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 5]","[4, 5, 5, 5]","[4, 4, 3, 4]","[5, 4, 4, 4]"
2330,reassuring,3.5,8.0,7.0,2.75,4.0,3.75,3.5,"[3, 5, 4, 2]","[8, 8, 8, 8]","[7, 7, 7, 7]","[2, 2, 3, 4]","[3, 5, 4, 4]","[4, 4, 3, 4]","[3, 3, 4, 4]"
2331,colour,2.5,6.25,5.0,6.0,6.5,3.0,4.0,"[2, 3, 3, 2]","[5, 7, 7, 6]","[5, 5, 5, 5]","[7, 6, 5, 6]","[6, 7, 6, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2332,screw,3.75,4.25,4.5,6.75,6.0,2.5,4.0,"[3, 5, 4, 3]","[4, 4, 4, 5]","[5, 4, 4, 5]","[7, 7, 6, 7]","[6, 6, 6, 6]","[3, 2, 3, 2]","[4, 4, 4, 4]"
2333,vows,4.25,7.0,6.75,4.0,4.75,3.5,4.0,"[4, 6, 4, 3]","[7, 7, 7, 7]","[7, 7, 7, 6]","[4, 4, 4, 4]","[4, 5, 5, 5]","[4, 4, 3, 3]","[4, 4, 4, 4]"
2334,golf,3.5,6.0,5.0,6.75,6.5,4.0,4.5,"[4, 4, 3, 3]","[6, 6, 6, 6]","[5, 5, 5, 5]","[7, 7, 7, 6]","[6, 7, 6, 7]","[4, 4, 4, 4]","[5, 5, 4, 4]"
2335,armadillo,2.5,5.25,4.5,7.0,7.0,3.0,4.0,"[2, 3, 3, 2]","[5, 5, 6, 5]","[5, 4, 5, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]"
2336,offence,5.25,3.0,3.5,3.75,3.75,3.75,4.0,"[5, 6, 5, 5]","[3, 3, 3, 3]","[4, 3, 3, 4]","[3, 4, 4, 4]","[3, 4, 4, 4]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2337,friendly,3.5,8.0,7.0,2.25,4.5,3.75,4.0,"[3, 5, 4, 2]","[8, 8, 8, 8]","[7, 7, 7, 7]","[2, 2, 2, 3]","[4, 5, 4, 5]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2338,society,3.0,6.0,6.25,3.5,4.25,5.0,4.0,"[3, 4, 3, 2]","[6, 6, 6, 6]","[6, 6, 6, 7]","[4, 3, 4, 3]","[4, 5, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]"
2339,composer,3.0,6.75,6.25,6.0,5.75,4.25,4.0,"[3, 4, 3, 2]","[6, 7, 7, 7]","[6, 6, 6, 7]","[6, 7, 5, 6]","[5, 6, 6, 6]","[5, 4, 4, 4]","[4, 4, 4, 4]"
2340,pressure,5.75,3.25,3.5,4.5,4.5,4.25,4.0,"[6, 7, 5, 5]","[3, 3, 4, 3]","[4, 3, 3, 4]","[5, 4, 4, 5]","[4, 5, 4, 5]","[5, 4, 4, 4]","[4, 4, 4, 4]"
2341,minute,1.75,5.0,5.0,3.5,3.25,1.75,4.0,"[2, 2, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 3, 3, 4]","[3, 4, 3, 3]","[2, 2, 2, 1]","[4, 4, 4, 4]"
2342,mystic,4.5,6.0,5.25,3.25,4.5,4.0,4.0,"[4, 6, 4, 4]","[6, 6, 6, 6]","[5, 5, 6, 5]","[3, 3, 3, 4]","[4, 5, 4, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2343,vary,2.75,5.0,5.25,2.75,3.25,3.5,4.0,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 6, 5, 5]","[3, 2, 3, 3]","[3, 4, 3, 3]","[4, 4, 3, 3]","[4, 4, 4, 4]"
2344,break (destroy),6.0,2.75,3.75,4.75,5.75,4.0,4.5,"[6, 7, 5, 6]","[3, 3, 3, 2]","[6, 3, 3, 3]","[6, 4, 4, 5]","[5, 7, 5, 6]","[4, 4, 4, 4]","[5, 5, 4, 4]"
2345,agree,3.0,7.5,6.5,2.5,3.0,3.5,4.0,"[3, 4, 3, 2]","[7, 7, 8, 8]","[7, 7, 6, 6]","[2, 2, 3, 3]","[3, 3, 3, 3]","[4, 4, 3, 3]","[4, 4, 4, 4]"
2346,metric,2.0,5.0,5.0,4.5,3.25,4.0,4.0,"[2, 3, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 4, 4, 5]","[3, 4, 3, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2347,banal,1.75,3.0,4.0,2.5,2.5,3.25,4.0,"[2, 2, 2, 1]","[3, 3, 3, 3]","[4, 4, 4, 4]","[2, 3, 2, 3]","[2, 3, 3, 2]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2348,form,2.0,5.0,5.0,4.25,4.0,3.5,4.0,"[2, 3, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 5]","[4, 4, 4, 4]","[4, 4, 3, 3]","[4, 4, 4, 4]"
2349,ignore,4.25,3.0,3.25,3.0,3.25,3.25,4.0,"[4, 5, 4, 4]","[3, 3, 3, 3]","[4, 3, 3, 3]","[3, 2, 3, 4]","[3, 4, 3, 3]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2350,edit,2.75,5.5,5.5,4.25,3.5,3.25,4.0,"[3, 3, 3, 2]","[5, 5, 6, 6]","[6, 6, 5, 5]","[5, 3, 4, 5]","[3, 4, 3, 4]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2351,dress (put on clothes),3.25,5.75,5.0,5.75,6.0,3.25,3.25,"[3, 4, 3, 3]","[5, 6, 6, 6]","[5, 5, 5, 5]","[6, 5, 6, 6]","[6, 6, 6, 6]","[4, 3, 3, 3]","[3, 3, 3, 4]"
2352,auditorium,2.75,6.0,5.5,7.0,6.75,6.0,4.0,"[2, 4, 3, 2]","[6, 6, 6, 6]","[6, 5, 5, 6]","[7, 7, 7, 7]","[6, 7, 7, 7]","[6, 6, 6, 6]","[4, 4, 4, 4]"
2353,henchman,5.25,3.0,3.5,6.0,6.0,4.0,4.75,"[5, 6, 5, 5]","[3, 3, 3, 3]","[4, 3, 3, 4]","[6, 7, 5, 6]","[6, 6, 6, 6]","[4, 4, 4, 4]","[5, 6, 4, 4]"
2354,assassin,7.5,1.5,2.75,6.0,6.0,4.25,4.75,"[8, 8, 7, 7]","[2, 2, 1, 1]","[3, 3, 2, 3]","[6, 7, 5, 6]","[6, 6, 6, 6]","[5, 4, 4, 4]","[5, 6, 4, 4]"
2355,coast (glide),2.75,6.5,5.0,4.75,5.5,4.25,4.0,"[3, 3, 3, 2]","[6, 6, 7, 7]","[6, 5, 4, 5]","[5, 5, 4, 5]","[5, 6, 5, 6]","[5, 4, 4, 4]","[4, 4, 4, 4]"
2356,bicycle,3.25,7.0,5.0,7.0,7.0,3.75,4.0,"[4, 4, 3, 2]","[7, 7, 7, 7]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2357,gross,4.5,2.75,3.25,3.25,4.0,4.0,4.0,"[4, 5, 4, 5]","[2, 3, 3, 3]","[3, 3, 3, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
2358,circus,4.75,6.25,5.0,7.0,6.75,4.5,4.0,"[5, 5, 5, 4]","[6, 6, 7, 6]","[5, 5, 5, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[5, 5, 4, 4]","[4, 4, 4, 4]"
2359,paste,1.75,5.0,4.75,6.75,6.0,2.5,4.0,"[2, 2, 2, 1]","[5, 5, 5, 5]","[5, 5, 5, 4]","[7, 7, 6, 7]","[6, 6, 6, 6]","[3, 2, 3, 2]","[4, 4, 4, 4]"
2360,sheer (utter),3.25,5.0,5.0,3.25,3.0,3.25,4.0,"[3, 4, 4, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[3, 3, 3, 4]","[3, 3, 3, 3]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2361,momentum,4.0,6.5,6.0,4.0,4.0,4.5,4.0,"[4, 5, 4, 3]","[6, 6, 7, 7]","[6, 6, 6, 6]","[5, 3, 4, 4]","[4, 5, 3, 4]","[5, 5, 4, 4]","[4, 4, 4, 4]"
2362,blimp,2.75,4.75,4.25,7.0,6.25,5.25,4.0,"[3, 3, 3, 2]","[4, 5, 5, 5]","[5, 4, 4, 4]","[7, 7, 7, 7]","[6, 6, 6, 7]","[6, 5, 5, 5]","[4, 4, 4, 4]"
2363,obedience,3.5,6.0,3.25,3.25,4.0,3.75,4.0,"[4, 4, 3, 3]","[6, 6, 6, 6]","[4, 2, 3, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]","[4, 4, 3, 4]","[4, 4, 4, 4]"
2364,burgle,6.5,1.75,2.75,4.75,5.0,3.75,4.5,"[7, 7, 6, 6]","[2, 2, 2, 1]","[3, 3, 2, 3]","[5, 4, 5, 5]","[5, 5, 5, 5]","[4, 4, 3, 4]","[5, 5, 4, 4]"
2365,organ (liver),3.25,5.0,4.75,7.0,6.5,3.75,4.0,"[3, 4, 3, 3]","[5, 5, 5, 5]","[5, 5, 5, 4]","[7, 7, 7, 7]","[6, 7, 6, 7]","[4, 3, 4, 4]","[4, 4, 4, 4]"
2366,plot (conspiracy),6.25,2.75,3.75,4.0,4.75,4.25,4.0,"[6, 7, 6, 6]","[3, 3, 3, 2]","[4, 4, 3, 4]","[4, 4, 4, 4]","[4, 5, 5, 5]","[5, 4, 4, 4]","[4, 4, 4, 4]"
2367,wing (building),2.0,5.25,5.0,6.75,6.0,4.5,4.0,"[2, 3, 2, 1]","[5, 5, 6, 5]","[5, 5, 5, 5]","[7, 7, 6, 7]","[6, 6, 6, 6]","[5, 4, 4, 5]","[4, 4, 4, 4]"
2368,dope (drugs),6.25,2.0,2.75,6.25,6.0,3.25,4.0,"[6, 7, 6, 6]","[2, 2, 2, 2]","[3, 3, 2, 3]","[7, 6, 6, 6]","[6, 6, 6, 6]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2369,shuddering,5.25,3.0,3.0,4.0,5.25,3.25,4.0,"[5, 6, 5, 5]","[3, 3, 3, 3]","[3, 3, 3, 3]","[4, 3, 4, 5]","[4, 6, 5, 6]","[4, 3, 3, 3]","[4, 4, 4, 4]"
2370,baroque,2.75,5.75,5.25,4.5,4.25,4.25,4.0,"[2, 4, 3, 2]","[6, 6, 5, 6]","[5, 5, 5, 6]","[4, 5, 4, 5]","[3, 5, 4, 5]","[5, 4, 4, 4]","[4, 4, 4, 4]"
2371,substance,2.75,5.0,4.75,5.5,4.5,4.0,4.0,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 4, 5]","[5, 6, 5, 6]","[5, 5, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
