Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
peculiar,2.5,0.5,2.5,2.25,2.5,3.25,"[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 4.0, 4.0]",2.75,2.25,2.5,3.5,1,"[2.0, 2.0, 3.0, 4.0]","[2.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 4.0]","[3.0, 3.0, 4.0, 4.0]","[1.0, 1.0, 1.0, 1.0]"
peddle,2.25,1,3,2,1.75,2.5,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 2.0]","[1.0, 2.0, 3.0, 2.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 4.0]",4,3.5,2.5,2.25,0.75,"[5.0, 3.0, 5.0, 3.0]","[4.0, 3.0, 4.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
peek,2.25,0.25,3.5,1.75,1,3.5,"[2.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]","[4.0, 2.0, 4.0, 4.0]","[2.0, 3.0, 0.0, 2.0]","[1.0, 2.0, 0.0, 1.0]","[3.0, 4.0, 3.0, 4.0]",3.75,2.75,3,2.25,0.5,"[5.0, 3.0, 3.0, 4.0]","[4.0, 2.0, 2.0, 3.0]","[4.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 1.0]"
peel,2,2.5,3.75,3,2.5,3,"[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 4.0]","[3.0, 5.0, 4.0, 3.0]","[3.0, 4.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0]",2.5,3.5,1.5,2,0.5,"[4.0, 0.0, 4.0, 2.0]","[3.0, 3.0, 3.0, 5.0]","[2.0, 0.0, 3.0, 1.0]","[3.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 1.0, 1.0]"
peep,2.5,0.75,2,2,1.5,3.5,"[3.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 3.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 3.0, 4.0, 3.0]",1.75,1.75,1.75,1.75,0.75,"[2.0, 1.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 3.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 0.0, 3.0]","[1.0, 1.0, 0.0, 1.0]"
peer,2.25,0.75,2.25,2,1.75,3,"[2.0, 3.0, 2.0, 2.0]","[2.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 3.0, 3.0, 3.0]",2.75,2.75,2.25,2.5,0.25,"[2.0, 3.0, 4.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
peg,2,0.75,3.75,1.75,1,3,"[2.0, 2.0, 2.0, 2.0]","[0.0, 2.0, 1.0, 0.0]","[4.0, 3.0, 4.0, 4.0]","[0.0, 3.0, 2.0, 2.0]","[0.0, 2.0, 1.0, 1.0]","[3.0, 2.0, 3.0, 4.0]",4,3.25,2.5,2.25,0.75,"[4.0, 3.0, 5.0, 4.0]","[3.0, 4.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]"
pelt,2,1.25,3.75,2.5,1.5,3,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 2.0, 2.0]","[4.0, 3.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 2.0]","[2.0, 3.0, 4.0, 3.0]",2.5,2.5,2.25,1.75,0.25,"[2.0, 2.0, 2.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
pelvis,2,0.5,4.25,3.5,1,3,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[5.0, 4.0, 4.0, 4.0]","[4.0, 4.0, 3.0, 3.0]","[2.0, 0.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 2.0]",3.75,2.75,2.75,2,1,"[4.0, 4.0, 2.0, 5.0]","[3.0, 2.0, 2.0, 4.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 0.0, 1.0, 1.0]"
pen,2,1,3.75,2.25,1.75,4,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 3.0, 0.0]","[3.0, 4.0, 4.0, 4.0]","[1.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",2.25,2,2.25,2.5,1,"[2.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 3.0]","[1.0, 0.0, 1.0, 2.0]"
penalty,3,0.5,3,2.75,1.5,2.75,"[3.0, 3.0, 4.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 4.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[2.0, 2.0, 4.0, 3.0]",2,2.25,2.25,2.75,0.75,"[1.0, 3.0, 3.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 4.0, 2.0, 3.0]","[0.0, 0.0, 1.0, 2.0]"
pencil,1.75,1.5,4,2,1.5,3.5,"[2.0, 2.0, 2.0, 1.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 3.0, 4.0, 5.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 3.0]",2.5,3.5,2.25,2.5,0.75,"[2.0, 2.0, 2.0, 4.0]","[3.0, 4.0, 4.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 1.0]"
penguin,1.75,0.5,2.5,1.5,1.75,3,"[2.0, 3.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 0.0, 2.0]","[3.0, 2.0, 0.0, 1.0]","[3.0, 2.0, 0.0, 2.0]","[4.0, 4.0, 0.0, 4.0]",2.5,2.25,2.5,2,0.5,"[3.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 4.0, 2.0, 0.0]","[0.0, 1.0, 1.0, 0.0]"
penicillin,2.5,2.75,3,3,2.75,2.5,"[3.0, 2.0, 3.0, 2.0]","[1.0, 5.0, 1.0, 4.0]","[2.0, 4.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 4.0, 2.0, 3.0]","[3.0, 3.0, 2.0, 2.0]",2.25,2.5,2,2.5,2.5,"[3.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 4.0]","[4.0, 0.0, 1.0, 5.0]"
penis,1.5,0.75,3.25,3.75,1.5,2.75,"[2.0, 1.0, 1.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[4.0, 2.0, 4.0, 3.0]","[4.0, 3.0, 4.0, 4.0]","[2.0, 1.0, 1.0, 2.0]","[5.0, 2.0, 1.0, 3.0]",2.75,2,1.75,2.75,1.5,"[1.0, 3.0, 3.0, 4.0]","[2.0, 3.0, 2.0, 1.0]","[1.0, 3.0, 1.0, 2.0]","[2.0, 4.0, 2.0, 3.0]","[1.0, 1.0, 3.0, 1.0]"
penny,2,3,3.75,2.5,2.25,3.5,"[2.0, 2.0, 2.0, 2.0]","[3.0, 5.0, 1.0, 3.0]","[4.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[3.0, 4.0, 4.0, 3.0]",3,2.25,2.5,2,0.5,"[4.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[3.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 1.0]"
pension,2.5,0.75,3.25,2.5,1.5,3.5,"[4.0, 2.0, 2.0, 2.0]","[2.0, 0.0, 1.0, 0.0]","[4.0, 2.0, 4.0, 3.0]","[2.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 3.0]",1.75,1.75,2.25,2,1,"[1.0, 1.0, 2.0, 3.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 2.0, 1.0]"
pensive,2.25,1,3.75,3.25,1,3.25,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 4.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 3.0]",1.25,2.25,3,4,0.5,"[1.0, 1.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 4.0]","[4.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 1.0, 1.0]"
penthouse,2,0.5,3.25,2,1.5,4,"[2.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 1.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 3.0, 5.0, 4.0]",2.25,2,2,2.25,1,"[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 1.0, 3.0]","[2.0, 1.0, 1.0, 0.0]"
people,3.25,1,3,2.5,1.75,4,"[3.0, 4.0, 2.0, 4.0]","[0.0, 1.0, 1.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[4.0, 4.0, 4.0, 4.0]",2.75,2.5,2.75,2.5,1.25,"[3.0, 2.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 1.0]"
pepper,2,4.75,3.75,2.75,4,2.75,"[3.0, 2.0, 1.0, 2.0]","[5.0, 5.0, 5.0, 4.0]","[4.0, 5.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[4.0, 4.0, 4.0, 4.0]","[3.0, 4.0, 2.0, 2.0]",2.25,2.5,2.25,2.25,2.5,"[4.0, 3.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[4.0, 0.0, 2.0, 4.0]"
perceive,3.25,1,2.75,3,1.75,3,"[3.0, 3.0, 3.0, 4.0]","[1.0, 1.0, 0.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 4.0, 2.0, 3.0]",2.25,2.75,2,3.5,0.25,"[2.0, 3.0, 2.0, 2.0]","[2.0, 4.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 1.0, 0.0]"
percent,2,0.5,1.75,2,1.5,2.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 1.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 4.0]",2.25,2.25,2.25,2.25,0.25,"[1.0, 3.0, 4.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
perception,2.75,0.25,2.25,2.25,1.25,3.5,"[2.0, 2.0, 4.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",2,2.25,2.5,4,1.5,"[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[4.0, 4.0, 4.0, 4.0]","[1.0, 1.0, 1.0, 3.0]"
perform,3.5,0.75,2.75,2.5,1.25,3.5,"[4.0, 3.0, 4.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",2.5,2.75,2.5,3,0.5,"[2.0, 3.0, 3.0, 2.0]","[3.0, 4.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[4.0, 4.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]"
performance,3.75,0.75,2.25,2.25,1.25,4.25,"[4.0, 3.0, 4.0, 4.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 1.0]","[5.0, 4.0, 4.0, 4.0]",2.25,3.75,3,3.25,1.25,"[1.0, 3.0, 2.0, 3.0]","[3.0, 4.0, 4.0, 4.0]","[2.0, 4.0, 3.0, 3.0]","[3.0, 4.0, 3.0, 3.0]","[1.0, 2.0, 1.0, 1.0]"
performer,3,0.75,3.25,2.5,1.25,3.25,"[3.0, 3.0, 2.0, 4.0]","[1.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",2.5,2.75,2.5,2.5,0.5,"[2.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
perfume,1.75,4,3.75,2.75,4.75,3.5,"[1.0, 2.0, 2.0, 2.0]","[5.0, 4.0, 3.0, 4.0]","[4.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[5.0, 5.0, 4.0, 5.0]","[4.0, 4.0, 3.0, 3.0]",2.25,3.25,2.5,2.75,2,"[3.0, 2.0, 2.0, 2.0]","[3.0, 4.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 1.0, 1.0, 4.0]"
period,2,1.5,2.75,3,2,3.5,"[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 1.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 4.0, 3.0, 3.0]","[1.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 4.0, 4.0]",2.25,2,2.5,2.5,1,"[3.0, 2.0, 3.0, 1.0]","[3.0, 1.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 0.0, 0.0, 3.0]"
periodical,2,0.75,2.25,2,1,3.5,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 3.0]",1.5,2,2,2.75,1.25,"[1.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 1.0]"
perjury,2,1,2.75,2,1.5,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 3.0, 4.0]",1.25,2,2,2,1,"[2.0, 2.0, 1.0, 0.0]","[2.0, 2.0, 3.0, 1.0]","[3.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 3.0, 1.0]","[3.0, 1.0, 0.0, 0.0]"
perky,2.25,1,3.75,3,1,3.25,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 3.0]",1.5,2.5,2.5,3.25,0.5,"[2.0, 1.0, 1.0, 2.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 4.0]","[0.0, 0.0, 1.0, 1.0]"
permanent,2.25,1.25,3.5,2.75,1.25,3.5,"[2.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[1.0, 2.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 3.0]",1.5,2,2.25,2.75,0.5,"[2.0, 2.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
permission,1.75,0.25,2.25,1.75,1.5,3,"[1.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[2.0, 3.0, 3.0, 1.0]","[2.0, 1.0, 3.0, 1.0]","[0.0, 2.0, 2.0, 2.0]","[2.0, 4.0, 3.0, 3.0]",2,2.25,2,2.25,1,"[3.0, 2.0, 2.0, 1.0]","[4.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 3.0, 3.0]","[1.0, 0.0, 2.0, 1.0]"
perpetrator,2.5,0.5,2.5,2.75,1.5,2.5,"[2.0, 3.0, 2.0, 3.0]","[1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 4.0]","[2.0, 1.0, 2.0, 1.0]","[2.0, 1.0, 4.0, 3.0]",2,2.25,2.5,2.75,0.75,"[3.0, 1.0, 2.0, 2.0]","[3.0, 1.0, 3.0, 2.0]","[3.0, 2.0, 2.0, 3.0]","[4.0, 2.0, 2.0, 3.0]","[0.0, 1.0, 1.0, 1.0]"
persecute,1.75,0.5,3.5,2.75,1,3.25,"[2.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 2.0]","[2.0, 2.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 2.0]",2.25,1.75,2.5,3,0,"[4.0, 2.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
persecution,2.25,0.5,2.5,3.25,1.25,2.75,"[2.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 2.0, 3.0]","[3.0, 3.0, 4.0, 3.0]","[1.0, 2.0, 0.0, 2.0]","[3.0, 2.0, 4.0, 2.0]",3,2.25,2.75,3.25,0.5,"[3.0, 2.0, 4.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 1.0, 1.0]"
persist,2.5,0.75,2.5,2.25,1.5,3.5,"[2.0, 3.0, 3.0, 2.0]","[2.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 2.0, 1.0]","[3.0, 4.0, 4.0, 3.0]",2.5,2.5,2.75,2.25,1.25,"[3.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 1.0]"
persistent,2.5,0.25,3.25,3,1.5,3.25,"[2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 3.0, 4.0, 2.0]","[4.0, 3.0, 3.0, 2.0]","[0.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 4.0, 4.0]",2.75,2.5,2.5,2.5,0.75,"[3.0, 4.0, 2.0, 2.0]","[4.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 2.0, 1.0]"
person,2.5,0.75,3.5,3.25,1.5,3.75,"[2.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[3.0, 4.0, 4.0, 3.0]","[3.0, 4.0, 3.0, 3.0]","[1.0, 2.0, 2.0, 1.0]","[3.0, 4.0, 4.0, 4.0]",2.25,2.25,2.25,2.5,1.25,"[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 1.0, 3.0, 3.0]","[2.0, 1.0, 2.0, 0.0]"
personal,2,0.5,2.25,3,1.25,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 3.0]","[4.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 3.0]",1.75,2.5,2.25,2.75,0.25,"[1.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 4.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
personality,2,0.5,2.25,3,1.25,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 3.0]","[4.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 3.0]",1.75,2.5,2.25,3,0,"[1.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 4.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
perspiration,2.75,2,4,4.25,3,2,"[3.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 3.0, 2.0]","[4.0, 4.0, 4.0, 4.0]","[4.0, 4.0, 5.0, 4.0]","[3.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 2.0]",3.75,1.5,3,2.5,4,"[5.0, 4.0, 2.0, 4.0]","[2.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[4.0, 5.0, 4.0, 3.0]"
pervert,2.25,1,2,2,1.25,2.25,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 2.0]","[1.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 3.0, 1.0, 2.0]",2,1.75,1.75,2.75,0.25,"[3.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 1.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 0.0]"
pessimist,2.25,0.25,1,1.25,1,2.75,"[4.0, 2.0, 1.0, 2.0]","[0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 3.0]",2.5,1.5,2,2,0.5,"[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 0.0]"
pest,3,0.75,3,2.5,2.5,2,"[4.0, 2.0, 2.0, 4.0]","[2.0, 0.0, 0.0, 1.0]","[2.0, 3.0, 3.0, 4.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 1.0]",3,1.75,2.25,2.5,0.75,"[4.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[0.0, 1.0, 1.0, 1.0]"
pester,3.5,0.75,3,2.5,1.25,3.25,"[4.0, 4.0, 3.0, 3.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 2.0, 2.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 3.0]",3,2.25,2.25,2.5,0.75,"[4.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 0.0, 1.0, 0.0]"
pet,2.25,0.75,4,2.75,1.75,3.75,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[4.0, 4.0, 4.0, 3.0]",3,3,2.75,2.75,1.5,"[2.0, 2.0, 4.0, 4.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 1.0, 2.0, 1.0]"
petal,1.5,2.5,4,2.5,3,4,"[1.0, 1.0, 2.0, 2.0]","[3.0, 2.0, 1.0, 4.0]","[4.0, 4.0, 4.0, 4.0]","[3.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[4.0, 4.0, 4.0, 4.0]",1.75,2.5,1.75,2.25,0.75,"[1.0, 2.0, 3.0, 1.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[0.0, 1.0, 2.0, 0.0]"
