Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
knuckles,0.25,0,4.75,1,0,4.5,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 4.0]",0,5,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
koala,0.5,0,2.5,0,0.5,5,"[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,1.75,0.25,0.5,0,"[1.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 4.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
label,0.25,0,2.25,0,0,3.75,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 2.0, 5.0, 4.0]",0.25,4.75,0,0.5,0,"[0.0, 1.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lace,0.25,0,4.25,0,0,3.75,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0]",1.25,4.25,0,0,0,"[0.0, 1.0, 0.0, 4.0]","[5.0, 3.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
laced,0,0,3.25,0,0,2.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 4.0, 4.0]",3.5,4.5,0,0,0,"[4.0, 5.0, 0.0, 5.0]","[4.0, 5.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lad,0,0,0,0,0,3.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 5.0, 4.0]",0.25,0.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
ladder,1.25,0,4.25,0,0,4.5,"[1.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 4.0]",5,4.25,0,0,0,"[5.0, 5.0, 5.0, 5.0]","[5.0, 3.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
ladies,1,0,0.5,0.25,0.25,5,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]",0.25,0.5,0.25,0.25,0.25,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]"
lady,1.25,0,0,0,0.25,4.75,"[1.0, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 4.0, 5.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
ladybird,0,0,2.25,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,2.5,0,0,0,"[0.0, 1.0, 0.0, 0.0]","[5.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lager,0,4.25,0,0,1.25,2.75,"[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 2.0]",0,3.25,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
lagoon,1.5,0,0.25,0,1.25,4.75,"[2.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 1.0]","[5.0, 5.0, 5.0, 4.0]",0.25,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lake,1.5,0,0,0,1.25,5,"[2.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 2.0]","[5.0, 5.0, 5.0, 5.0]",0.75,0.25,0.5,0.5,0,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
lamb,0.75,4,2.25,0,3.25,4.25,"[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 5.0, 3.0]","[3.0, 3.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 4.0, 2.0]","[4.0, 5.0, 5.0, 3.0]",0.25,1,0,0,2.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 4.0]"
lamp,0,0,2.5,0,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0,4.25,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lance,0.25,0,4,0,0,3.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0]",0.5,4.5,0.25,0.25,0,"[0.0, 0.0, 1.0, 1.0]","[5.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
land,1,0,3.25,0,0.5,4.75,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",3.5,0.25,0.25,0,0,"[5.0, 5.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
landing,1.75,0,0.75,0.5,0,3,"[0.0, 0.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 4.0, 5.0]",5,0.75,0,0,0,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
landscape,0.5,0,0.25,0,0.25,5,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,0.25,0.25,0.5,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
lane,0,0,0,0,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 4.0]",1.5,0.25,0,0.25,0,"[0.0, 0.0, 5.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
language,4.5,0,0,0,0,1.25,"[4.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 0.0, 0.0]",0,0.25,0,0.5,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 4.0]"
lantern,0.75,0,3.75,0.25,0,5,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,4,0.25,0.75,0,"[0.0, 0.0, 0.0, 1.0]","[4.0, 2.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
lapel,0,0,4.25,0,0,4,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 3.0]",0.5,4.25,1,1,0.5,"[2.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 5.0, 4.0]","[4.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 0.0]"
large,0,0,0.25,0,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]",0.25,0.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lark,3.75,0,0,0,0,4,"[4.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 5.0]",0.75,0.5,0,1.75,0,"[1.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
last,0.5,0,0,0,0,1.25,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 2.0, 0.0]",0.25,0.25,0,0,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
latent,0,0,0,0,0,0.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]",0,0.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
laugh,5,0,0,0.75,0,3,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 3.0, 3.0]",0.25,1.5,0.75,2,3.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[4.0, 0.0, 0.0, 4.0]","[5.0, 0.0, 5.0, 5.0]"
laughter,5,0,0,1,0,2.5,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 4.0, 3.0]",0,0.25,1,1.5,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 2.0, 4.0]","[5.0, 5.0, 5.0, 5.0]"
launch,2.5,0,0.25,0.25,0,3.25,"[4.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 3.0]",2.5,4.25,0.5,0.5,0,"[0.0, 2.0, 5.0, 3.0]","[4.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lavish,0,0,0,0.25,0,4.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 4.0]",0,0.75,0,0.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
law,0.25,0,0,0,0,2,"[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 1.0, 2.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lawn,0.75,0,3.25,0,3.5,4.75,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 5.0, 3.0]","[4.0, 5.0, 5.0, 5.0]",0.75,2,0,0,0,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lawsuit,0.25,0,0,0,0,2,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 4.0, 0.0]",0.25,0.5,0,0.5,0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lawyer,1.25,0,0,0,0,5,"[0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0,2.25,0,3.25,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
lazy,0.75,0,0.25,1.5,0,2.5,"[0.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 2.0]",1,1,0.5,0.75,0,"[0.0, 2.0, 1.0, 1.0]","[0.0, 2.0, 1.0, 1.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
lead,0.75,0,3.75,0,0,3.25,"[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 3.0]",2.25,5,0.5,1,0.25,"[2.0, 0.0, 5.0, 2.0]","[5.0, 5.0, 5.0, 5.0]","[2.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 3.0]","[1.0, 0.0, 0.0, 0.0]"
leader,1.75,0,0.25,1,0,3,"[0.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 4.0, 5.0]",0.5,1.25,0.75,3,0,"[1.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[2.0, 5.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
leaf,0.25,0,3.75,0,1.75,4.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 0.0]","[5.0, 4.0, 5.0, 4.0]",0.75,4,0,0,0,"[0.0, 1.0, 0.0, 2.0]","[5.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
leaflet,0.25,0,4.25,0,0.25,4,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 4.0, 3.0]",0,4.5,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
league,0,0,0,0,0,1,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 1.0]",0.75,0.75,0,0.25,0,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lean,0.75,0,0.5,0.25,0,1.5,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 3.0, 2.0]",4.25,1.75,3.75,0,0,"[5.0, 5.0, 3.0, 4.0]","[5.0, 0.0, 1.0, 1.0]","[5.0, 5.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
learn,1,0,0,1,0,1.75,"[3.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 3.0]",0.25,0.75,0.25,4.75,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0]"
learning,1.5,0,0.75,1.75,0,1.5,"[0.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 1.0, 0.0]","[0.0, 4.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 0.0]",0.25,0.75,0.5,4.75,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 2.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
least,0,0,0,0,0,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]",0,0.5,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
leather,0.5,1.25,3.75,1.25,2.75,3.75,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 5.0]","[5.0, 5.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 5.0]","[4.0, 3.0, 4.0, 0.0]","[5.0, 3.0, 4.0, 3.0]",0.5,0.75,0,0,0,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
leaves,1.25,0,4,0,3.5,4.5,"[0.0, 1.0, 3.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 3.0]","[4.0, 5.0, 4.0, 5.0]",0.75,2,0,0,0,"[0.0, 0.0, 0.0, 3.0]","[0.0, 5.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lecture,5,0,0,0.25,0,2.5,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 4.0, 2.0]",0,0.75,0,2.5,2.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 5.0]","[0.0, 5.0, 5.0, 0.0]"
lecturer,4.75,0,0,0,0,4.75,"[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0.25,0.5,0.25,4.5,1.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 3.0]","[0.0, 5.0, 0.0, 0.0]"
ledge,0.5,0,2.5,0,0,3.75,"[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0]",3.75,3,0.5,0.5,0,"[4.0, 2.0, 5.0, 4.0]","[4.0, 2.0, 5.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
leg,0.25,0,4.5,2.75,0.25,4.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 4.0]","[3.0, 0.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 5.0, 4.0]",5,0,0.75,0,0,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
